"","variablename","collunitid","age","agetype","ageolder","ageyounger","chronologyid","chronologyname","units","value","context","element","taxonid","symmetry","taxongroup","elementtype","ecologicalgroup","analysisunitid","sampleanalyst","sampleid","depth","thickness","samplename","datasetid","database","datasettype","age_range_old","age_range_young","datasetnotes","siteid","sitename","lat","long","area","sitenotes","description","elev","handle","colldate","location","waterdepth","collunittype","collectiondevice","defaultchronology","collectionunitname","depositionalenvironment","family","genus","species","REGION"
"5664679","Sagittaria","11756",-43,"Calibrated radiocarbon years BP",-20,-56,33681,"Wang et al. 2019","NISP",12,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",116975,"Hathorn, Jennifer H.","149032",1,0.9,NA,"15825","North American Pollen Database","pollen",5564,-56,NA,"10392","Pascagoula Marsh",30.3892,-88.5892,NA,NA,"An estuarine marsh at the base of the Pascagoula River. One of the largest marsh prairies in the United States. Surrounding vegetation: Juncus and Sagittaria dominate the salt marsh. Arboreal species such as Nyssa, Myrica, Betula, and other small trees and shurbs are found in the fresh and brackish marshes.",0,"PASCAGOU",2004-05-28,NA,NA,NA,"Modified Livingstone piston corer",33681,NA,"Salt Marsh","Alismataceae","Sagittaria",NA,"North America"
"511862","Artemisia","11757",-30,"Calibrated radiocarbon years BP",-1,-45,8403,"Neotoma 1","NISP",1,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",117050,"Lynch, Jason A.","149103",1,0.5,NA,"15827","North American Pollen Database","pollen",1293,-45,NA,"10393","Rock Lake",60.45328,-150.25436,NA,NA,"The lake was formed 10,000 years ago with the retreat of mountain glaciers. Surrounding vegetation: Picea mariana/Betula papyrifera dominated boreal forest.",236,"ROCKAK",1995-07-01,"Deepest part of the lake",5.3,NA,"Livingstone piston corer",8403,NA,"Glacial Origin Lake","Asteraceae","Artemisia",NA,"North America"
"4837039","Ericales","11758",118,"Calibrated radiocarbon years BP",148,91,33782,"Wang et al. 2019","NISP",17,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",117077,"NA","149151",1,NA,NA,"15829","North American Pollen Database","pollen",12083,91,NA,"10394","Robinson Lake",63.396984,-64.26224,NA,NA,"Morainally damned drainage divide lake. Surrounding vegetation: heaths and allies, shrub birch, willow.",170,"ROBINSON",1991-01-01,"Center of lake",9.9,NA,"Nestje Corer (6.3cm)",33782,NA,"Moraine Dammed Lake",NA,NA,NA,"North America"
"6763976","Liquidambar styraciflua","11759",94,"Calibrated radiocarbon years BP",352,-41,8405,"Neotoma 1","NISP",7,NA,"pollen",1565,NA,"Vascular plants","pollen","TRSH",117115,"LaMoreaux, Heidi K.","149177",9,0.5,NA,"15831","North American Pollen Database","pollen",30532,-41,NA,"10395","Sandy Run Creek",32.5686,-83.085,NA,NA,"The Sandy Run Creek peat core was recovered at a distance of 250 m from Sandy Run Creek at a point approximately 2 m above sea level. Surrounding vegetation: Ferns and mosses are common in the Sandy Run Creek floodplain. Cyrilla racemiflora and holly are also common. The overstory includes Liriodendron tulipifera, Magnolia virginiana, Quercus nigra, Persea barbonia, Acer rubrum, hickory, and Nyssa aquatica.",80,"SANDYRUN",NA,NA,NA,NA,"Modified Russian corer",8405,NA,"Palustrine","Altingiaceae","Liquidambar","styraciflua","North America"
"1751617","Amaranthaceae","11772",-27,"Calibrated radiocarbon years BP",-25,-29,34357,"SKOPE","NISP",8,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",117412,"Hemphill, Martha Lynn","149474",0,NA,NA,"15855","North American Pollen Database","pollen",16706,-32,"Metadata and taxon names updated by E.C. Grimm 16 Oct 2020.","10399","Sheep Mountain Bog",46.952106,-113.792066,NA,NA,"Site lies occupying a small cirque basin on the eastern slope of Sheep Mountain in the Rattlesnake Mountains. The site is a fen that receives some moisture from runoff. The surface is a nearly continuous mat of Sphagnum and other bryophytes. Site lies at the upper limit of Pinus ponderosa, Larix occidentalis, and Pseudotsuga menziesii on south-facing slopes, together with Pinus albicaulis. Dominant trees are Abies bifolia, Picea engelmannii, and Pinus contorta.",1920,"SHEEPMTN",1977-10-01,"near center of wetland",NA,NA,"Livingstone piston corer, 10-cm diameter; surface cores in 15-cm diameter plastic pipe",34357,NA,"Fen","Amaranthaceae",NA,NA,"North America"
"4795584","Ambrosia","11773",-45,"Calendar years BP",-39,-51,34308,"Wang et al. 2019","NISP",1,NA,"pollen",345,NA,"Vascular plants","pollen","UPHE",117532,"McLachlan, Jason S.","149594",0,NA,NA,"15856","North American Pollen Database","pollen",287,-51,NA,"10400","Slab City",42.5048,-72.179,NA,NA,"Mature primary Tsuga canadensis and Pinus strobus stand located on a steep east-facing hillside. Surrounding vegetation: Mixture of northern hardwoods such as Fagus grandifolia, Acer saccharum, and Betula alleghaniensis with Tsuga canadensis, Acer rubrum, Pinus strobus, and more souther species such as Quercus rubra and Castanea dentata.",270,"SLABCT9",1995-01-01,NA,NA,NA,NA,34308,NA,"Terrestrial","Asteraceae","Ambrosia",NA,"North America"
"5665222","Sagittaria","11776",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",117577,"Watchorn, Melissa A.","149639",0.5,1,NA,"15860","North American Pollen Database","pollen",NA,NA,"There are no dates associated with this core.","10402","Swan Lake",43.95044,-79.4146,NA,NA,"Swan Lake is one of many kettle depressions in the Oake Ridges Moraine. Surrounding vegetatoin: Mixed forest including Acer rubra, Acer saccharum, Betula papyrifera, Pinus strobus, Populus, Picea, Quercus, Alnus incana, and Salix.",303,"SWANONT",1994-01-01,"Center of the lake",NA,NA,"Livingstone corer",NA,NA,"Kettle Lake","Alismataceae","Sagittaria",NA,"North America"
"3255129","Asteroideae undiff.","11782",-44,"Calibrated radiocarbon years BP",-41,-47,8426,"Neotoma 1","NISP",1,NA,"pollen",307,NA,"Vascular plants","pollen","UPHE",117710,"Heinrichs, Markus L.","149773",0,NA,NA,"15870","North American Pollen Database","pollen",7874,-47,NA,"10407","Testalinden Lake",49.119556,-119.67712,NA,NA,"Man-made reservoir on Testalinden Creek. Surrounding vegetation: Lodgepole pine, Engelmann spruce, and subalpine fir.",1807,"TESTALIN",1994-08-01,NA,2,NA,"Modified Livingstone piston sampler",8426,NA,"Reservoir","Asteraceae",NA,NA,"North America"
"1610926","Alnus","11783",-51,"Calibrated radiocarbon years BP",-48,-54,8427,"Neotoma 1","NISP",44,NA,"pollen",330,NA,"Vascular plants","pollen","TRSH",117732,"McLaren, Duncan","149801",0,1,NA,"15872","North American Pollen Database","pollen",16254,-54,NA,"10408","Top Lake",54.475808,-130.945074,NA,NA,"Top Lake is surrounded by blanket bog, rocky outcrops, and some steep areas with scrub forest. Surrounding vegetation: Callitropsis nootkatensis, Pinus contorta, Tsuga heterophylla, Taxus brevifolia, Gaultheria shallon, Ledum, Veratrum viride, Lysichiton americanum, Nuphar polysepalum, Pteridium aquilinum, Empetrum nigrum, Blechnum spicant, Eriophorum chamissonis, Kalmia microphylla occidentalis, Myrica gale, Pinguicula villosa, Vaccinium uliginosum, Viola langsdorfii, and several Sphagnum species.",33,"TOPLAKE",2001-01-01,NA,NA,NA,"Livingstone piston corer",8427,NA,"Glacial Origin Lake","Betulaceae","Alnus",NA,"North America"
"1786048","Amaranthaceae","11785",-38,"Calibrated radiocarbon years BP",-35,-41,8429,"Neotoma 1","NISP",133,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",117775,"Davis, Owen K.","149851",0,NA,NA,"15876","North American Pollen Database","pollen",30029,-41,NA,"10410","Tulare Lake",36.0286,-119.816,NA,"Lake area from the National Hydrography Dataset.  Added on 6/1/21 by Grace Roper, UW-Madison.  Lake-area scripts available at https://github.com/NeotomaDB/neotoma_lakes","At its historic maximum (AD 1770-1850), Tulare Lake was the largest body of fresh water in the United States west of the Mississippi. Diversion of inflowing streams for agriculture resulted in its demise. Surrounding vegetation (pre-settlement): Mosaic of grassland and oak savanna. Scirpus marsh lined the southern margin of the lake and saltbrush scrub covered much of the eastern and western margins.",55,"TULARECA",1988-09-30,"At the edge of an agricultural field",NA,NA,"Split-stem core mounted in a rotary auger drill (diameter = 9 cm)",8429,NA,"Drained Lake","Amaranthaceae",NA,NA,"North America"
"445117","Artemisia","11786",-55,"Calibrated radiocarbon years BP",-52,-58,8430,"Neotoma 1","NISP",4,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",117871,"Long, Colin James","149941",0,1,NA,"15878","North American Pollen Database","pollen",12085,-58,NA,"10411","Tumalo Lake",44.02176,-121.5432,NA,NA,"Tumalo Lake lies at the head of a small glacial trough on the eastern flank of the Cascade Range. Surrounding vegetation: dominant arboreal species include Abies grandis, A. amabilis, Picea engelmannii, along with scattered Tsuga mertesiana on moist slopes and Pinus contorta, P. ponderosa, and some P. monticola on dry slopes. Common nonarboreal species include Ceanothus velutinus, Arctostaphylos nevadensis, with Stipa occidentalis and occasional Epilobium angustifolium on open slopes. Shrub and herb cover is minimal under closed pine and fir canopies.",1543,"TUMALO",NA,"Deepest part of the lake",NA,NA,"Piston sampler (diameter = 5 cm)",8430,NA,"Fluvial Origin Lake","Asteraceae","Artemisia",NA,"North America"
"1761746","Amaranthaceae","11788",-54,"Calibrated radiocarbon years BP",-39,-68,25232,"PalEON-STEPPS","NISP",10,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",117950,"Tweiten, Michael A.","150017",0.25,1,NA,"15882","North American Pollen Database","pollen",1996,-68,NA,"10412","Warner Lake",46.11894,-92.0406,NA,NA,"Warner Lake is located on a pitted glacial outwash plain. Surrounding vegetation: Narrow band of sedge meadows and alder thickets immediately giving way to dense mixed white, red, and jack pine and paper birch forest on the surrounding slope.",304,"WARNERWI",2004-01-01,NA,NA,NA,"Polycarbonate tube fitted with a piston (diameter = 2.6 cm)",25232,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"1792102","Amaranthaceae","11789",6614,"Calibrated radiocarbon years BP",6773,6467,8434,"Neotoma 1","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",118411,"Gonzales, Leila M.","150702",1700,1,NA,"15886","North American Pollen Database","pollen",16495,6467,"All analysis units are 1-cm slices, and depths are the top depth of each slice. Thus, depth 1700 cm is slice 1700-1701 cm.","10413","Crystal Lake",42.233318,-88.359548,NA,NA,"Kettle lake in outwash plain. Sand and gravel outwash as much as 10-m thick overlies thick loam till. Located in the town of Crystal Lake. Original vegetation was a mosaic of prairie and oak groves.",273,"CRYSTALIL",1999-01-30,"Deepest part of lake",12.89,NA,"Wright square-rod piston corer (5-cm diameter)",8434,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"5663386","Sagittaria","11791",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",118975,"Sanders, Rhonda D.","151760",285,NA,NA,"15889","North American Pollen Database","pollen",NA,NA,"This data remains unpublished. There are no reported radiocarbon dates for this core.","10414","Weeks Bay",30.4093,-87.834902,NA,NA,"Weeks Bay is a small embayment attached to the eastern side of Mobile Bay. Complete estuarine system.",0,"WEEKSBYIX",1999-08-10,"Close to the middle of the embayment",NA,NA,"Modified Livingstone piston corer (7cm)",NA,NA,"Estuarine","Alismataceae","Sagittaria",NA,"North America"
"4797828","Ambrosia","11792",9834,"Calibrated radiocarbon years BP",10154,9454,12513,"Neotoma 1","NISP",1,NA,"pollen",345,NA,"Vascular plants","pollen","UPHE",118988,"Yu, Zicheng C.","151784",220,0.7,NA,"15892","North American Pollen Database","pollen",14302,9454,NA,"10415","White Lake",40.999136,-74.914564,NA,NA,"White Lake is located in a glaciated limestone valley in northwestern New Jersey. The lake is primarily recharged by groundwater.",138,"WL02-1",2002-02-16,"An old marl bench on the northern edge of the lake",NA,NA,"Livingstone-Wright piston corer (5 cm)",12513,NA,"Kettle Lake","Asteraceae","Ambrosia",NA,"North America"
"1718928","Amaranthaceae","11793",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119086,"NA","151876",240,NA,NA,"15893","North American Pollen Database","pollen",NA,NA,"There are no dates associated with this core.","10416","Wildcat Lake",46.727182,-118.158614,NA,NA,"Natural lake in the channeled scablands of Washington. The scablands are zones of isolated loess islands surrounded by interlocking channels of exposed Miocene basalt. Wildcat Lake is located in the Agropryon-Festuca vegetation zone of southeast Washington.",340,"WILDCAT",1972-08-01,NA,NA,NA,"Modified Livingston piston sampler (diameter = 10 cm)",NA,NA,"Wind Origin Lake","Amaranthaceae",NA,NA,"North America"
"1718702","Amaranthaceae","11794",NA,NA,NA,NA,NA,NA,"NISP",9,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119185,"Mehringer, Peter J., Jr.","151975",78,NA,NA,"15894","North American Pollen Database","pollen",NA,NA,"There are no dates associated with this core.","10417","Wildhorse Lake",42.628768,-118.588968,NA,NA,"Lake on Steens Mountain. Surrounding Vegetation: Sagebrush and subalpine steppe.",2576,"WILDHORS",NA,NA,NA,NA,NA,NA,NA,"Cirque Lake","Amaranthaceae",NA,NA,"North America"
"1727761","Amaranthaceae","11798",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119281,"Stolze, Susann","152075",153,NA,NA,"15902","North American Pollen Database","pollen",NA,NA,NA,"10421","Woods Lake",51.004226,-127.269568,NA,NA,"Woods Lake is a small freshwater lake that lies approximately 30 m from the southern shoreline of Seymour Inlet. Surrounding vegetation: Tsuga heterophylla, Picea sitchensis, and Thuja plicata along with Gaultheria shallon in the understory. Poaceae, Cyperaceae, and Gaultheria shallon are common around the lakeshore, with intermittent Ledum groenlandicum and mosses.",2,"WOODSBC",NA,"Deepest part of the lake",5,NA,"Modified Livingstone corer",11913,NA,"Glacial Scour Lake","Amaranthaceae",NA,NA,"North America"
"1777480","Amaranthaceae","11799",-46,"Calibrated radiocarbon years BP",-17,-78,8441,"Neotoma 1","NISP",6,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119315,"Miller, Norton G.","152114",0,NA,NA,"15904","North American Pollen Database","pollen",15992,-78,NA,"10422","Divers Lake",43.040832,-78.399692,NA,NA,"A natural open lake with ephemeral outlet and inlet. Surrounding vegetation: mesic forest.",239,"DIVERS",NA,"Center of lake",NA,NA,"Square-rod piston sampler",8441,NA,"Natural Lake (Origin Unknown)","Amaranthaceae",NA,NA,"North America"
"4804013","Ambrosia","11801",1745,"Calibrated radiocarbon years BP",2317,1362,8443,"Neotoma 1","NISP",1,NA,"pollen",345,NA,"Vascular plants","pollen","UPHE",119422,"Toney, Jaime L.","152220",145,1,NA,"15909","North American Pollen Database","pollen",12806,1362,NA,"10424","Ballston Lake",42.94838,-73.85428,NA,NA,"Long narrow lake of fluvial origin. Physiography: Relic channel of the Mohawk River. Surrounding vegetation: Black spruce, white pine, oak, maple.",76,"BALLSTON",1999-02-01,"North end of the lake",8,NA,"Square-rod piston corer (5cm)",8443,NA,"Fluvial","Asteraceae","Ambrosia",NA,"North America"
"1731864","Amaranthaceae","11804",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119491,"Carron, Tim","152283",1.5,1,NA,"15914","North American Pollen Database","pollen",NA,NA,"This core remains unpublished and has no associated radiocarbon dates.","10427","Allen Lake",46.224048,-89.171764,NA,NA,"Lake is located on the Winegar Moraine. Surrounding vegetation: Mixed hardwood conifer forest. Sugar maple, eastern hemlock, and yellow birch are the most common trees, and are found along with white, red, and jack pine, white spruce, balsam fir, and paper birch",526,"ALLENMI",1995-06-01,NA,NA,NA,NA,NA,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"1775469","Amaranthaceae","11805",863,"Calibrated radiocarbon years BP",2335,77,25100,"PalEON-STEPPS","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119507,"Johnson, Stacy McCance","152300",10,NA,NA,"15916","North American Pollen Database","pollen",10261,77,NA,"10428","Kerr Lake",46.243544,-89.27613,NA,NA,"Mixed hardwood conifer forest. Sugar maple, eastern hemlock, and yellow birch are the most common trees, and are found along with white, red, and jack pine, white spruce, balsam fir, and paper birch",524,"KERRMI",1994-05-17,NA,NA,NA,"Square rod piston corer (5cm)",25100,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"1822534","Amaranthaceae","15300",-41,"Calibrated radiocarbon years BP",-39,-43,11959,"Neotoma 1","NISP",3,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",149138,"Giorgi, Melody","191790",0,1,NA,"20695","North American Pollen Database","pollen",81,-43,NA,"10429","Crooked Lake",46.2449,-89.294768,NA,NA,"Kettle Lake on the Winegar Moraine. Surrounding vegetation: Mixed hardwood conifer forest. Sugar maple, eastern hemlock, and yellow birch are the most common trees, and are found along with white, red, and jack pine, white spruce, balsam fir, and paper birch.",519,"CROOKEDR",1991-09-01,"Resort basin of the lake",NA,NA,NA,11959,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"1824811","Amaranthaceae","11808",36,"Calibrated radiocarbon years BP",244,-47,25096,"PalEON-STEPPS","NISP",6,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",119550,"Ewing, Holly A.","152350",4.5,1,NA,"15922","North American Pollen Database","pollen",10575,-47,NA,"10430","Jay Lake",46.23416,-89.28178,NA,NA,"Kettle lake. Physiography: Ontonagon Lobe outwash till. Surrounding vegetation: Hemlock, pine, mesic hardwoods.",544,"JAYLAKE",NA,"Center of the lake",10.45,NA,"Square rod piston corer (6.35cm)",25096,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
